row_index,complexity,domain,exact_match,semantic_match,core_logic_match,reasons
63,complex,event_ticketing,False,False,False,"labels differ: gold=['Fan', 'Game', 'Purchase', 'Season', 'Team'] pred=['Game', 'Purchase', 'Team']; rel_types differ: gold=['FOR_GAME', 'INCLUDES_GAME', 'MADE_PURCHASE', 'PLAYS_IN'] pred=['FOR_GAME', 'HOSTED_BY']; hop_count differs: gold=4 pred=2; where_conditions differ: missing={('purchase_channel', '=', 'online'), ('purchase_channel', '=', 'mobile app')} extra={('purchase_channel', 'in', ""['online', 'mobile app']"")}"
64,complex,event_ticketing,False,False,True,"return columns missing from prediction: {('prop', 'loyalty_points')}"
65,complex,event_ticketing,False,True,True,
66,complex,event_ticketing,False,True,True,
67,easy,event_ticketing,False,True,True,
68,easy,event_ticketing,False,False,True,"return columns missing from prediction: {('prop', 'section')}"
69,complex,film_production_management,False,True,True,
70,complex,film_production_management,False,True,True,
71,complex,film_production_management,False,False,False,"labels differ: gold=['CrewMember', 'Department', 'Production', 'Role'] pred=['CallSheet', 'CrewMember', 'Department', 'Production', 'Role', 'ShootDay']; rel_types differ: gold=['BELONGS_TO_DEPARTMENT', 'HAS_ROLE', 'WORKS_ON'] pred=['BELONGS_TO_DEPARTMENT', 'CALLED_FOR', 'FOR_SHOOT_DAY', 'HAS_ROLE', 'PART_OF']; hop_count differs: gold=3 pred=5"
72,complex,film_production_management,False,True,True,
73,easy,film_production_management,True,True,True,
74,easy,film_production_management,True,True,True,
75,complex,film_production_management,False,False,True,"return columns missing from prediction: {('agg', 'count:*')}"
76,complex,film_production_management,False,True,True,
77,complex,film_production_management,False,True,True,
78,complex,film_production_management,False,False,False,aggregations differ: gold=['count'] pred=[]; optional_match differs: gold=True pred=False
79,easy,film_production_management,False,True,True,
80,easy,film_production_management,False,True,True,
81,easy,gym_fitness_membership,True,True,True,
82,easy,gym_fitness_membership,False,True,True,
83,complex,gym_fitness_membership,False,True,True,
84,complex,gym_fitness_membership,False,False,False,"where_conditions differ: missing={('severity', '=', 'critical'), ('severity', '=', 'high')} extra={('severity', 'in', ""['high', 'critical']"")}"
85,complex,gym_fitness_membership,False,False,False,"rel_types differ: gold=['TRAINS_WITH'] pred=['ATTENDS', 'TRAINS_WITH']; where_conditions differ: missing={('attendance_status', '=', 'completed')} extra=set()"
86,complex,gym_fitness_membership,False,True,True,
87,complex,it_helpdesk_asset_management,False,True,True,
88,complex,it_helpdesk_asset_management,False,False,False,"labels differ: gold=['Asset', 'Employee', 'Location', 'PurchaseOrder', 'Vendor'] pred=['Asset', 'Employee', 'Location', 'Vendor']; rel_types differ: gold=['ASSIGNED_TO', 'PLACED_WITH', 'PROCURED', 'WORKS_AT'] pred=['ASSIGNED_TO', 'DEPLOYED_AT', 'PROCURED', 'WORKS_AT']"
89,complex,it_helpdesk_asset_management,False,True,True,
90,complex,it_helpdesk_asset_management,False,True,True,
91,easy,it_helpdesk_asset_management,False,True,True,
92,easy,it_helpdesk_asset_management,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
93,easy,laundry_drycleaning_chain,True,True,True,
94,medium,laundry_drycleaning_chain,False,True,True,
95,complex,laundry_drycleaning_chain,False,True,True,
96,complex,laundry_drycleaning_chain,False,False,False,"rel_types differ: gold=['AT_BRANCH', 'FOR_JOB', 'PERFORMED_BY', 'REQUESTED'] pred=['AT_BRANCH', 'FOR_JOB', 'PAID_VIA', 'PERFORMED_BY']; return columns missing from prediction: {('agg', 'sum:amount'), ('agg', 'count:*')}"
97,complex,laundry_drycleaning_chain,False,False,True,"return columns missing from prediction: {('prop', 'points_balance')}"
98,complex,laundry_drycleaning_chain,False,True,True,
99,complex,parking_garage_operations,False,False,True,"return columns missing from prediction: {('prop', 'zone_type')}"
100,complex,parking_garage_operations,False,False,False,"optional_match differs: gold=True pred=False; return columns missing from prediction: {('agg', 'count:*')}"
101,complex,parking_garage_operations,False,False,False,"where_conditions differ: missing={('zone_type', '=', 'metered')} extra={('hourly_rate', '>', '0')}"
102,complex,parking_garage_operations,False,False,False,"where_conditions differ: missing={('sensor_type', '=', 'occupancy')} extra=set()"
103,easy,parking_garage_operations,False,True,True,
104,easy,parking_garage_operations,False,True,True,
105,complex,saas_subscription_billing,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
106,complex,saas_subscription_billing,False,False,True,"return columns missing from prediction: {('expr', 'sum(li.quantity*li.unit_price_usd)')}"
107,complex,saas_subscription_billing,False,False,False,"where_conditions differ: missing={('method_type', '=', 'ach'), ('method_type', '=', 'wire')} extra={('method_type', 'in', ""['ach', 'wire']"")}"
108,complex,saas_subscription_billing,False,False,False,"labels differ: gold=['Account', 'Payment', 'PaymentMethod'] pred=['Payment', 'PaymentMethod']; rel_types differ: gold=['CHARGED_TO', 'REGISTERED_METHOD'] pred=['CHARGED_TO']; hop_count differs: gold=2 pred=1"
109,easy,saas_subscription_billing,False,True,True,
110,easy,saas_subscription_billing,False,True,True,
111,easy,telecom_customer_operations,False,True,True,
112,easy,telecom_customer_operations,False,False,False,"where_conditions differ: missing=set() extra={('on_call', '=', 'true')}"
113,complex,telecom_customer_operations,False,True,True,
114,complex,telecom_customer_operations,False,False,False,"where_conditions differ: missing={('severity', '=', 'critical'), ('severity', '=', 'high')} extra={('severity', 'in', ""['critical', 'high']"")}"
115,complex,telecom_customer_operations,False,False,False,"rel_types differ: gold=['ASSIGNED_TO', 'IMPACTS', 'RESOLVES'] pred=['ASSIGNED_TO', 'CAUSED_BY', 'IMPACTS', 'RESOLVES']; aggregations differ: gold=['avg', 'sum'] pred=['avg', 'count', 'sum']; where_conditions differ: missing=set() extra={('resolved', '=', 'true')}"
116,complex,telecom_customer_operations,False,False,False,"rel_types differ: gold=['IMPACTS'] pred=['IMPACTS', 'RESOLVES']; return columns missing from prediction: {('prop', 'id')}"
117,easy,telecom_customer_operations,False,True,True,
118,easy,telecom_customer_operations,False,True,True,
119,complex,telecom_customer_operations,False,True,True,
120,complex,telecom_customer_operations,False,False,False,"labels differ: gold=['Carrier', 'PortRequest', 'SubscriberProfile'] pred=['Carrier', 'PortRequest']; rel_types differ: gold=['PORTING_TO', 'REQUESTED'] pred=['PORTING_TO']; hop_count differs: gold=2 pred=1; where_conditions differ: missing={('rejection_reason', '=', 'invalidid'), ('rejection_reason', '=', 'accountmismatch')} extra={('rejection_reason', 'in', ""['invalidid', 'accountmismatch']"")}"
121,complex,telecom_customer_operations,False,True,True,
122,complex,telecom_customer_operations,False,True,True,
123,complex,wedding_event_planning,True,True,True,
124,complex,wedding_event_planning,False,False,True,"return columns missing from prediction: {('prop', 'expertise_area')}"
125,complex,wedding_event_planning,False,False,True,"return columns missing from prediction: {('agg', 'sum:*')}"
126,complex,wedding_event_planning,False,True,True,
127,easy,wedding_event_planning,False,True,True,
128,easy,wedding_event_planning,False,False,False,"labels differ: gold=['Session'] pred=['Event', 'Session', 'Speaker']; rel_types differ: gold=[] pred=['INCLUDES', 'PRESENTED_BY']; hop_count differs: gold=0 pred=2; return columns missing from prediction: {('prop', 'scheduled_date')}"
129,easy,coworking_space_management,True,True,True,
130,easy,coworking_space_management,True,True,True,
131,easy,coworking_space_management,False,True,True,
132,easy,coworking_space_management,False,True,True,
133,easy,coworking_space_management,False,True,True,
134,easy,coworking_space_management,False,False,True,"return columns missing from prediction: {('prop', 'amount')}"
135,complex,coworking_space_management,False,False,False,rel_types differ: gold=[] pred=['FOR_UNIT']
136,easy,coworking_space_management,False,True,True,
137,easy,coworking_space_management,False,True,True,
138,easy,dental_practice_management,False,True,True,
139,easy,dental_practice_management,False,True,True,
140,easy,dental_practice_management,False,True,True,
141,easy,dental_practice_management,False,True,True,
142,easy,dental_practice_management,False,True,True,
143,complex,dental_practice_management,False,False,True,"return columns missing from prediction: {('prop', 'chief_complaint')}"
144,easy,dental_practice_management,False,False,True,"return columns missing from prediction: {('prop', 'dosage')}"
145,easy,dental_practice_management,False,True,True,
146,easy,dental_practice_management,False,True,True,
147,easy,ecommerce_order_fulfillment,False,True,True,
148,easy,ecommerce_order_fulfillment,False,True,True,
149,easy,ecommerce_order_fulfillment,False,True,True,
150,easy,ecommerce_order_fulfillment,False,True,True,
151,complex,ecommerce_order_fulfillment,False,False,False,"aggregations differ: gold=['count'] pred=[]; optional_match differs: gold=True pred=False; where_conditions differ: missing={('payment_status', '=', 'completed')} extra={('payment_status', '=', 'pending')}"
152,easy,ecommerce_order_fulfillment,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
153,easy,ecommerce_order_fulfillment,False,True,True,
154,easy,ecommerce_order_fulfillment,False,True,True,
155,easy,ecommerce_order_fulfillment,False,False,False,"labels differ: gold=['Item', 'POLine'] pred=['Item', 'POLine', 'PurchaseOrder']; rel_types differ: gold=['FOR_ITEM'] pred=['FOR_ITEM', 'HAS_LINE']; hop_count differs: gold=1 pred=2"
156,medium,event_ticketing,True,True,True,
157,easy,event_ticketing,True,True,True,
158,easy,event_ticketing,False,False,True,"return columns missing from prediction: {('prop', 'price_level')}"
159,easy,event_ticketing,False,True,True,
160,easy,event_ticketing,False,False,False,"labels differ: gold=['Game', 'Purchase'] pred=['Fan', 'Game', 'Purchase']; rel_types differ: gold=['FOR_GAME'] pred=['FOR_GAME', 'MADE_PURCHASE']; hop_count differs: gold=1 pred=2"
161,easy,event_ticketing,False,True,True,
162,easy,event_ticketing,False,True,True,
163,complex,event_ticketing,False,False,False,"labels differ: gold=['SeasonPackage', 'Seat'] pred=['SeasonPackage', 'Seat', 'Team']; rel_types differ: gold=['ASSIGNED_SEAT'] pred=['ASSIGNED_SEAT', 'HAS_SEAT']; aggregations differ: gold=['count'] pred=[]; hop_count differs: gold=1 pred=2"
164,easy,event_ticketing,False,False,True,"return columns missing from prediction: {('prop', 'stand_location')}"
165,easy,film_production_management,False,True,True,
166,easy,film_production_management,False,True,True,
167,easy,film_production_management,False,True,True,
168,medium,film_production_management,False,False,True,"return columns missing from prediction: {('agg', 'avg:day_rate')}"
169,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
170,complex,film_production_management,False,False,False,aggregations differ: gold=['count'] pred=[]
171,easy,film_production_management,False,False,False,"where_conditions differ: missing={('name', '=', 'shoot day 1')} extra={('day_number', '=', '1')}"
172,easy,film_production_management,False,True,True,
173,medium,film_production_management,False,True,True,
174,easy,film_production_management,False,True,True,
175,easy,film_production_management,False,True,True,
176,medium,film_production_management,False,False,False,"labels differ: gold=['Equipment', 'EquipmentCategory', 'Production', 'RentalHouse', 'RentalOrder'] pred=['Equipment', 'Production', 'RentalHouse', 'RentalOrder']; rel_types differ: gold=['BELONGS_TO_CATEGORY', 'INCLUDES_ITEM', 'PLACED_FOR', 'SUPPLIED_BY'] pred=['INCLUDES_ITEM', 'PLACED_FOR', 'SUPPLIED_BY']; hop_count differs: gold=4 pred=3; where_conditions differ: missing={('name', '=', 'camera bodies')} extra={('category', '=', 'camera')}"
177,easy,film_production_management,False,False,False,"where_conditions differ: missing=set() extra={('condition', '=', 'needs repair')}"
178,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
179,complex,film_production_management,False,True,True,
180,easy,film_production_management,False,True,True,
181,easy,film_production_management,False,True,True,
182,medium,film_production_management,False,True,True,
183,easy,gym_fitness_membership,False,True,True,
184,easy,gym_fitness_membership,False,True,True,
185,easy,gym_fitness_membership,False,True,True,
186,medium,gym_fitness_membership,False,True,True,
187,easy,gym_fitness_membership,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
188,complex,gym_fitness_membership,False,False,False,"rel_types differ: gold=[] pred=['ATTENDS']; where_conditions differ: missing={('attendance_status', '=', 'completed')} extra=set()"
189,easy,gym_fitness_membership,False,True,True,
190,easy,gym_fitness_membership,False,True,True,
191,medium,gym_fitness_membership,False,True,True,
192,easy,it_helpdesk_asset_management,False,False,False,"where_conditions differ: missing={('name', '=', 'po1')} extra={('order_number', '=', 'po1')}"
193,easy,it_helpdesk_asset_management,False,True,True,
194,easy,it_helpdesk_asset_management,False,False,False,"labels differ: gold=['Asset', 'Employee', 'PurchaseOrder', 'Vendor'] pred=['Asset', 'Employee', 'Location', 'PurchaseOrder', 'Vendor']; rel_types differ: gold=['ASSIGNED_TO', 'PLACED_WITH', 'PROCURED'] pred=['ASSIGNED_TO', 'DEPLOYED_AT', 'PLACED_WITH', 'PROCURED', 'WORKS_AT']; hop_count differs: gold=3 pred=5"
195,easy,it_helpdesk_asset_management,True,True,True,
196,easy,it_helpdesk_asset_management,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
197,complex,it_helpdesk_asset_management,False,True,True,
198,easy,it_helpdesk_asset_management,False,True,True,
199,easy,it_helpdesk_asset_management,False,True,True,
200,easy,it_helpdesk_asset_management,False,True,True,
201,easy,laundry_drycleaning_chain,True,True,True,
202,easy,laundry_drycleaning_chain,False,False,True,"return columns missing from prediction: {('prop', 'specialty')}"
203,easy,laundry_drycleaning_chain,False,False,False,"labels differ: gold=['Branch', 'SupplyOrder', 'Tailor'] pred=['Branch', 'Supplier', 'SupplyOrder', 'Tailor']; rel_types differ: gold=['DELIVERED_TO', 'WORKS_AT'] pred=['DELIVERED_TO', 'FULFILLED', 'WORKS_AT']; hop_count differs: gold=2 pred=3; return columns missing from prediction: {('prop', 'id')}"
204,easy,laundry_drycleaning_chain,False,False,False,"labels differ: gold=['AlterationJob', 'Customer', 'Transaction'] pred=['AlterationJob', 'Tailor', 'Transaction']; rel_types differ: gold=['FOR_JOB', 'PAID_VIA'] pred=['FOR_JOB', 'PERFORMED_BY']; return columns missing from prediction: {('prop', 'amount')}"
205,medium,laundry_drycleaning_chain,False,False,False,"labels differ: gold=['AlterationJob', 'Branch', 'Transaction'] pred=['AlterationJob', 'Branch']; rel_types differ: gold=['AT_BRANCH', 'FOR_JOB'] pred=['AT_BRANCH']; hop_count differs: gold=2 pred=1; return columns missing from prediction: {('agg', 'sum:amount')}"
206,easy,laundry_drycleaning_chain,False,False,True,"return columns missing from prediction: {('prop', 'delivered')}"
207,complex,laundry_drycleaning_chain,False,False,True,"return columns missing from prediction: {('prop', 'id')}"
208,easy,laundry_drycleaning_chain,False,False,True,"return columns missing from prediction: {('agg', 'count:*')}"
209,easy,laundry_drycleaning_chain,False,True,True,
210,easy,parking_garage_operations,True,True,True,
211,easy,parking_garage_operations,True,True,True,
212,easy,parking_garage_operations,True,True,True,
213,easy,parking_garage_operations,False,True,True,
214,easy,parking_garage_operations,False,False,True,"return columns missing from prediction: {('prop', 'badge_number')}"
215,easy,parking_garage_operations,False,False,True,"return columns missing from prediction: {('prop', 'fine_amount')}"
216,complex,parking_garage_operations,False,True,True,
217,easy,parking_garage_operations,False,False,True,"return columns missing from prediction: {('prop', 'filed_date')}"
218,easy,parking_garage_operations,True,True,True,
219,easy,saas_subscription_billing,False,True,True,
220,easy,saas_subscription_billing,False,True,True,
221,medium,saas_subscription_billing,False,True,True,
222,easy,saas_subscription_billing,False,True,True,
223,easy,saas_subscription_billing,False,False,False,"where_conditions differ: missing={('payment_status', 'in', ""['pending', 'overdue']"")} extra={('payment_status', '=', 'pending')}; return columns missing from prediction: {('prop', 'payment_status')}"
224,easy,saas_subscription_billing,True,True,True,
225,easy,saas_subscription_billing,True,True,True,
226,easy,saas_subscription_billing,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
227,easy,saas_subscription_billing,False,True,True,
228,easy,telecom_customer_operations,False,True,True,
229,easy,telecom_customer_operations,False,True,True,
230,easy,telecom_customer_operations,False,True,True,
231,easy,telecom_customer_operations,False,True,True,
232,easy,telecom_customer_operations,False,True,True,
233,complex,telecom_customer_operations,False,False,True,"return columns missing from prediction: {('prop', 'id')}"
234,easy,telecom_customer_operations,False,True,True,
235,easy,telecom_customer_operations,False,False,False,"where_conditions differ: missing={('name', '=', 'fibernode-88')} extra={('id', '=', 'fibernode-88')}; return columns missing from prediction: {('prop', 'name')}"
236,easy,telecom_customer_operations,False,True,True,
237,easy,telecom_customer_operations,False,True,True,
238,easy,telecom_customer_operations,False,True,True,
239,easy,telecom_customer_operations,False,False,True,"return columns missing from prediction: {('prop', 'id')}"
240,easy,telecom_customer_operations,False,True,True,
241,easy,telecom_customer_operations,False,True,True,
242,easy,telecom_customer_operations,False,False,True,"return columns missing from prediction: {('prop', 'id')}"
243,complex,telecom_customer_operations,False,True,True,
244,easy,telecom_customer_operations,False,True,True,
245,easy,telecom_customer_operations,False,False,True,"return columns missing from prediction: {('prop', 'transfer_type')}"
246,easy,wedding_event_planning,True,True,True,
247,easy,wedding_event_planning,True,True,True,
248,easy,wedding_event_planning,False,True,True,
249,easy,wedding_event_planning,False,True,True,
250,easy,wedding_event_planning,True,True,True,
251,complex,wedding_event_planning,False,True,True,
252,easy,wedding_event_planning,False,True,True,
253,easy,wedding_event_planning,False,True,True,
254,easy,wedding_event_planning,False,True,True,
255,easy,dental_practice_management,False,True,True,
256,easy,dental_practice_management,False,True,True,
257,easy,dental_practice_management,False,True,True,
258,easy,dental_practice_management,False,True,True,
259,easy,film_production_management,False,True,True,
260,easy,film_production_management,False,True,True,
261,medium,film_production_management,False,True,True,
262,medium,film_production_management,False,True,True,
263,easy,saas_subscription_billing,False,True,True,
264,easy,saas_subscription_billing,False,True,True,
265,easy,saas_subscription_billing,True,True,True,
266,easy,event_ticketing,False,True,True,
267,easy,event_ticketing,False,True,True,
268,easy,event_ticketing,False,True,True,
269,complex,event_ticketing,False,False,False,"optional_match differs: gold=True pred=False; return columns missing from prediction: {('bare', 'node')}"
270,easy,event_ticketing,False,True,True,
271,easy,event_ticketing,False,False,False,"labels differ: gold=['Game', 'Purchase'] pred=['Fan', 'Game', 'Purchase']; rel_types differ: gold=['FOR_GAME'] pred=['FOR_GAME', 'MADE_PURCHASE']; hop_count differs: gold=1 pred=2"
272,easy,event_ticketing,False,False,True,"return columns missing from prediction: {('prop', 'name')}"
273,medium,event_ticketing,False,True,True,
274,easy,event_ticketing,False,True,True,
275,easy,event_ticketing,False,True,True,
276,easy,event_ticketing,False,True,True,
277,easy,event_ticketing,False,False,True,"return columns missing from prediction: {('agg', 'count:*'), ('agg', 'sum:attendance')}"
278,easy,film_production_management,True,True,True,
279,easy,film_production_management,False,True,True,
280,easy,film_production_management,False,True,True,
281,easy,film_production_management,False,True,True,
282,easy,film_production_management,False,False,True,"return columns missing from prediction: {('prop', 'start_date')}"
283,easy,film_production_management,False,True,True,
284,easy,film_production_management,False,False,True,"return columns missing from prediction: {('bare', 'node')}"
285,easy,film_production_management,False,True,True,
286,easy,film_production_management,False,True,True,
287,easy,film_production_management,False,True,True,
288,easy,film_production_management,False,True,True,
289,easy,film_production_management,False,True,True,
290,easy,film_production_management,False,True,True,
291,easy,film_production_management,True,True,True,
292,easy,film_production_management,False,True,True,
293,easy,film_production_management,False,False,False,"rel_types differ: gold=['FOR_SHOOT_DAY', 'PART_OF'] pred=['CALLED_FOR', 'FOR_SHOOT_DAY', 'PART_OF']; return columns missing from prediction: {('prop', 'call_time_override')}"
294,easy,film_production_management,False,False,True,"return columns missing from prediction: {('bare', 'node'), ('prop', 'name')}"
295,easy,film_production_management,False,True,True,
296,medium,film_production_management,False,True,True,
297,easy,film_production_management,False,True,True,
298,easy,gym_fitness_membership,False,True,True,
299,easy,gym_fitness_membership,True,True,True,
300,easy,gym_fitness_membership,False,True,True,
301,easy,gym_fitness_membership,False,True,True,
302,easy,gym_fitness_membership,False,True,True,
303,easy,gym_fitness_membership,False,True,True,
304,easy,gym_fitness_membership,False,False,False,rel_types differ: gold=['TRAINS_WITH'] pred=[]
305,easy,gym_fitness_membership,False,True,True,
306,easy,gym_fitness_membership,False,True,True,
307,easy,gym_fitness_membership,False,True,True,
308,easy,gym_fitness_membership,False,True,True,
309,easy,it_helpdesk_asset_management,False,True,True,
310,complex,it_helpdesk_asset_management,False,False,True,"return columns missing from prediction: {('bare', 'node')}"
311,easy,it_helpdesk_asset_management,False,True,True,
312,easy,it_helpdesk_asset_management,False,True,True,
313,easy,it_helpdesk_asset_management,False,True,True,
314,easy,it_helpdesk_asset_management,False,False,True,"return columns missing from prediction: {('prop', 'status')}"
315,easy,it_helpdesk_asset_management,False,True,True,
316,easy,it_helpdesk_asset_management,False,True,True,
317,easy,saas_subscription_billing,False,True,True,
318,easy,saas_subscription_billing,False,True,True,
319,easy,saas_subscription_billing,False,True,True,
320,easy,saas_subscription_billing,False,False,False,"optional_match differs: gold=False pred=True; return columns missing from prediction: {('agg', 'count:*')}"
321,easy,saas_subscription_billing,True,True,True,
322,easy,saas_subscription_billing,True,True,True,
323,easy,saas_subscription_billing,False,True,True,
324,easy,saas_subscription_billing,True,True,True,
325,easy,saas_subscription_billing,False,True,True,
326,easy,saas_subscription_billing,False,False,False,rel_types differ: gold=['REGISTERED_METHOD'] pred=[]
327,easy,telecom_customer_operations,False,True,True,
328,easy,telecom_customer_operations,False,True,True,
329,easy,telecom_customer_operations,False,True,True,
330,easy,telecom_customer_operations,False,True,True,
331,easy,telecom_customer_operations,False,False,False,"labels differ: gold=['EscalationEvent', 'Outage'] pred=['EscalationEvent']; rel_types differ: gold=['ESCALATED_VIA'] pred=[]; hop_count differs: gold=1 pred=0"
332,easy,telecom_customer_operations,False,True,True,
333,easy,telecom_customer_operations,False,True,True,
334,easy,telecom_customer_operations,False,True,True,
335,easy,telecom_customer_operations,False,True,True,
336,easy,telecom_customer_operations,False,True,True,
337,easy,wedding_event_planning,False,True,True,
338,easy,wedding_event_planning,False,False,False,"labels differ: gold=['Session', 'Speaker'] pred=['Event', 'Session', 'Speaker']; rel_types differ: gold=['PRESENTED_BY'] pred=['INCLUDES', 'PRESENTED_BY']; hop_count differs: gold=1 pred=2"
339,easy,wedding_event_planning,False,True,True,
340,easy,wedding_event_planning,False,False,False,"labels differ: gold=['Client', 'Event'] pred=['Client', 'Event', 'Venue']; rel_types differ: gold=['HOSTS'] pred=['HELD_AT', 'HOSTS']; hop_count differs: gold=1 pred=2"
341,easy,wedding_event_planning,False,True,True,
342,easy,wedding_event_planning,False,True,True,
343,easy,wedding_event_planning,False,False,False,"labels differ: gold=['Session'] pred=['Event', 'Session']; rel_types differ: gold=[] pred=['INCLUDES']; hop_count differs: gold=0 pred=1"
344,easy,wedding_event_planning,False,True,True,
345,easy,wedding_event_planning,False,True,True,
